,bedrooms,price,bathrooms,MLS_Number,sq_ft,address
847,01 Bed, $43800,1 Bath,"MLS® ML81899909
",799 ft,"127 Bayo Vista AVE 203, OAKLAND, CA 94611Sold"
848,01 Bed, $49950,1.5 Baths,"MLS® ML81901263
",840 ft,"247 4th ST 100, OAKLAND, CA 94607Sold"
849,4 Beds, $837000,3 Baths,"MLS® ML81899968
","1,091 ft","3311 Loma Vista WAY, OAKLAND, CA 94619Sold"
850,2 Beds, $748000,2.5 Baths,"MLS® ML81896092
","1,379 ft","101 Uptown CIR, OAKLAND, CA 94607Sold"
851,2 Beds, $630000,1 Bath,"MLS® ML81899856
","1,012 ft","7857 Greenly DR, OAKLAND, CA 94605Sold"
852,2 Beds, $595000,1.5 Baths,"MLS® ML81899059
","1,104 ft","7574 Mountain 7, OAKLAND, CA 94605Sold"
853,2 Beds, $477000,1 Bath,"MLS® ML81895294
",878 ft,"7409 Halliday AVE, OAKLAND, CA 94605Sold"
854,2 Beds, $765000,2 Baths,"MLS® ML81896494
","1,275 ft","811 York ST 209, OAKLAND, CA 94610Sold"
855,2 Beds, $725000,1 Bath,"MLS® ML81894526
","1,200 ft","6600 Outlook AVE, OAKLAND, CA 94605Sold"
856,3 Beds, $720000,1.5 Baths,"MLS® ML81897947
","1,070 ft","2380 108 Th, OAKLAND, CA 94603Sold"
857,2 Beds, $600000,1 Bath,"MLS® ML81893611
",838 ft,"2344 26th AVE, OAKLAND, CA 94601Sold"
858,000, $337,1 Bath,"MLS® ML81897750
",381 ft,"555 Jean ST 518, OAKLAND, CA 94610Sold"
859,3 Beds, $766660,3.5 Baths,"MLS® ML81893008
","1,729 ft","1772 Boxcar CIR, OAKLAND, CA 94607Sold"
860,2 Beds, $690000,3 Baths,"MLS® ML81893003
","1,584 ft","1680 17th ST, OAKLAND, CA 94607Sold"
861,01 Bed, $49500,1 Bath,"MLS® ML81899300
",862 ft,"423 7th ST 516, OAKLAND, CA 94607Sold"
862,3 Beds, $915000,3.5 Baths,"MLS® ML81893486
","1,955 ft","5247 Wentworth AVE, OAKLAND, CA 94601Sold"
863,2 Beds, $762500,2.5 Baths,"MLS® ML81893185
","1,934 ft","6184 Old Quarry LOOP, OAKLAND, CA 94605Sold"
864,2 Beds, $750000,2 Baths,"MLS® ML81890382
",938 ft,"6221 Shattuck AVE, OAKLAND, CA 94609Sold"
865,2 Beds, $528000,1 Bath,"MLS® ML81888951
",910 ft,"1862 39th AVE, OAKLAND, CA 94601Sold"
866,2 Beds, $400000,1.5 Baths,"MLS® ML81893491
",792 ft,"455 Crescent ST 108, OAKLAND, CA 94610Sold"
867,2 Beds, $400000,1 Bath,"MLS® ML81897395
",946 ft,"1547 International BLVD, OAKLAND, CA 94606Sold"
868,2 Beds, $635000,1.5 Baths,"MLS® ML81889281
","1,135 ft","6 Ambler LN, OAKLAND, CA 94608Sold"
869,01 Bed, $50500,1.5 Baths,"MLS® ML81887190
","1,035 ft","1201 Pine ST 334, OAKLAND, CA 94607Sold"
870,2 Beds, $640000,1.5 Baths,"MLS® ML81888826
","1,078 ft","7572 Mountain BLVD 2, OAKLAND, CA 94605Sold"
871,01 Bed, $51000,1 Bath,"MLS® ML81889740
",842 ft,"1201 Pine ST 362, OAKLAND, CA 94607Sold"
872,4 Beds, $565000,2 Baths,"MLS® ML81889623
","1,384 ft","8715 E ST, OAKLAND, CA 94621Sold"
873,01 Bed, $43000,1 Bath,"MLS® ML81876063
",646 ft,"2407 Telegraph AVE 312, OAKLAND, CA 94612Sold"
874,3 Beds, $642500,1.5 Baths,"MLS® ML81885701
","1,386 ft","164 Kerwin AVE, OAKLAND, CA 94603Sold"
875,3 Beds, $540000,1.5 Baths,"MLS® ML81891923
",927 ft,"1204 53rd AVE, OAKLAND, CA 94601Sold"
876,2 Beds, $520000,1 Bath,"MLS® ML81886887
",910 ft,"1650 79th AVE, OAKLAND, CA 94621Sold"
877,3 Beds, $870000,2 Baths,"MLS® ML81879240
","1,435 ft","428 Alice ST 837, OAKLAND, CA 94607Sold"
878,3 Beds, $625000,1.5 Baths,"MLS® ML81887134
",914 ft,"1360 54th AVE, OAKLAND, CA 94601Sold"
879,2 Beds, $855000,2.5 Baths,"MLS® ML81884704
","1,355 ft","103 Uptown CIR, OAKLAND, CA 94607Sold"
880,3 Beds, $750000,2 Baths,"MLS® ML81885709
","1,389 ft","4200 Porter ST, OAKLAND, CA 94619Sold"
881,3 Beds, $899000,3 Baths,"MLS® ML81880613
","1,518 ft","8958 Lawlor ST, OAKLAND, CA 94605Sold"
882,3 Beds, $650000,2 Baths,"MLS® ML81880385
","1,032 ft","9861 Saint Elmo DR, OAKLAND, CA 94603Sold"
883,3 Beds, $975000,2.5 Baths,"MLS® ML81884195
","2,117 ft","252 Euclid AVE, OAKLAND, CA 94610Sold"
884,01 Bed, $54000,1 Bath,"MLS® ML81881859
",744 ft,"485 W Macarthur BLVD 204, OAKLAND, CA 94609Sold"
885,3 Beds, $935000,3 Baths,"MLS® ML81881766
","1,560 ft","3202 Ettie ST, OAKLAND, CA 94608Sold"
886,2 Beds, $760000,1 Bath,"MLS® ML81887346
","1,263 ft","4723 Fairfax AVE, OAKLAND, CA 94601Sold"
887,01 Bed, $57000,1.5 Baths,"MLS® ML81874414
","1,114 ft","1201 Pine ST 140, OAKLAND, CA 94607Sold"
888,2 Beds, $970000,2 Baths,"MLS® ML81885602
","1,050 ft","525 Monte Vista AVE 19, OAKLAND, CA 94611Sold"
889,3 Beds, $535000,1 Bath,"MLS® ML81878404
","1,017 ft","9908 Saint Elmo DR, OAKLAND, CA 94603Sold"
890,01 Bed, $45000,1 Bath,"MLS® ML81885633
",622 ft,"555 Jean ST 523, OAKLAND, CA 94610Sold"
891,2 Beds, $700000,2 Baths,"MLS® ML81881915
","1,376 ft","771 Kingston AVE 202, OAKLAND, CA 94611Sold"
892,2 Beds, $435000,1 Bath,"MLS® ML81880553
",719 ft,"1312 97th AVE, OAKLAND, CA 94603Sold"
893,3 Beds, $955000,2 Baths,"MLS® ML81882184
","1,928 ft","2522 Truman AVE, OAKLAND, CA 94605Sold"
894,3 Beds, $812000,2 Baths,"MLS® ML81882481
","1,364 ft","2407 38th AVE, OAKLAND, CA 94601Sold"
895,2 Beds, $670000,1 Bath,"MLS® ML81881377
","1,178 ft","2438 68th AVE, OAKLAND, CA 94605Sold"
896,3 Beds, $625000,2.5 Baths,"MLS® ML81881035
","1,387 ft","1132 85th AVE, OAKLAND, CA 94621Sold"
897,4 Beds, $740000,2 Baths,"MLS® ML81878220
","1,293 ft","3549 Custer ST, OAKLAND, CA 94601Sold"
898,2 Beds, $670000,1 Bath,"MLS® ML81877584
",936 ft,"10114 Longfellow AVE, OAKLAND, CA 94603Sold"
899,3 Beds, $845000,3.5 Baths,"MLS® ML81875017
","1,609 ft","1756 Boxcar CIR, OAKLAND, CA 94607Sold"
900,2 Beds, $755000,1 Bath,"MLS® ML81879339
",768 ft,"3715 Kansas ST, OAKLAND, CA 94619Sold"
901,3 Beds, $680000,2 Baths,"MLS® ML81879177
","1,608 ft","2138 Havenscourt BLVD, OAKLAND, CA 94621Sold"
902,3 Beds, $460000,1 Bath,"MLS® ML81873763
","1,054 ft","1901 96th AVE, OAKLAND, CA 94603Sold"
903,2 Beds, $580000,1 Bath,"MLS® ML81883708
","1,104 ft","3443 68th AVE, OAKLAND, CA 94605Sold"
904,2 Beds, $375000,1 Bath,"MLS® ML81871654
",850 ft,"1532 5th ST A, OAKLAND, CA 94607Sold"
905,000, $360,1 Bath,"MLS® ML81877186
",485 ft,"150 Pearl ST 313, OAKLAND, CA 94611Sold"
906,2 Beds, $800000,1 Bath,"MLS® ML81875596
","1,110 ft","3038 58th AVE, OAKLAND, CA 94605Sold"
907,000, $321,1 Bath,"MLS® ML81875205
",378 ft,"151 Lakeside DR 106, OAKLAND, CA 94612Sold"
908,2 Beds, $650000,2 Baths,"MLS® ML81874098
","1,195 ft","22 Moss AVE 111, OAKLAND, CA 94610Sold"
909,2 Beds, $542000,1 Bath,"MLS® ML81875718
",770 ft,"2682 77th AVE, OAKLAND, CA 94605Sold"
910,2 Beds, $450000,1.5 Baths,"MLS® ML81874447
",915 ft,"2401 Park BLVD 9, OAKLAND, CA 94606Sold"
911,2 Beds, $770000,2 Baths,"MLS® ML81859192 
","1,584 ft","1672 17th ST, OAKLAND, CA 94607Sold"
912,2 Beds, $158000,2 Baths,"MLS® ML81909534
","1,416 ft","473 Santa Monica 473, SAN LEANDRO, CA 94579Sold"
913,2 Beds, $862000,1.5 Baths,"MLS® ML81914213
","1,174 ft","763 Maud AVE, SAN LEANDRO, CA 94577Sold"
914,3 Beds, $840000,2 Baths,"MLS® ML81909054
","1,410 ft","824 Dolores AVE, SAN LEANDRO, CA 94577Sold"
915,2 Beds, $767500,1 Bath,"MLS® ML81914049
","1,278 ft","280 Leo AVE, SAN LEANDRO, CA 94577Sold"
916,5 Beds, $816000,2 Baths,"MLS® ML81910047
","1,828 ft","429 Linnell AVE, SAN LEANDRO, CA 94578Sold"
917,4 Beds, $910000,2.5 Baths,"MLS® ML81913996
","1,651 ft","15461 Heron DR, SAN LEANDRO, CA 94579Sold"
918,3 Beds, $859000,2 Baths,"MLS® ML81911633
","1,694 ft","14684 Cypress ST, SAN LEANDRO, CA 94579Sold"
919,3 Beds, $825000,1.5 Baths,"MLS® ML81903083
","1,334 ft","1011 Castle ST, SAN LEANDRO, CA 94578Sold"
920,3 Beds, $725000,2 Baths,"MLS® ML81904462
","1,126 ft","2325 Jamaica WAY, SAN LEANDRO, CA 94577Sold"
921,4 Beds, $960000,2.5 Baths,"MLS® ML81901114
","1,947 ft","1186 Cherrybrooke CMN, SAN LEANDRO, CA 94578Sold"
922,3 Beds, $868000,2 Baths,"MLS® ML81895669
","1,320 ft","14855 Lark ST, SAN LEANDRO, CA 94578Sold"
923,2 Beds, $461000,2 Baths,"MLS® ML81901082
",921 ft,"398 Parrott ST 101, SAN LEANDRO, CA 94577Sold"
924,3 Beds, $850000,1 Bath,"MLS® ML81897484
","1,020 ft","15057 Dewey ST, SAN LEANDRO, CA 94579Sold"
925,2 Beds, $742500,1 Bath,"MLS® ML81895477
",877 ft,"357 Belleview DR, SAN LEANDRO, CA 94577Sold"
926,3 Beds, $665000,2.5 Baths,"MLS® ML81889602
","1,136 ft","730 Fargo AVE 6, SAN LEANDRO, CA 94579Sold"
927,2 Beds, $870000,1 Bath,"MLS® ML81889058
","1,018 ft","14822 Lark ST, SAN LEANDRO, CA 94578Sold"
928,2 Beds, $650000,2 Baths,"MLS® ML81885509
","1,281 ft","1877 E 14th ST, SAN LEANDRO, CA 94577Sold"
929,2 Beds, $802000,1 Bath,"MLS® ML81887216
",940 ft,"1227 148th AVE, SAN LEANDRO, CA 94578Sold"
930,4 Beds, $920000,2.5 Baths,"MLS® ML81883942
","1,627 ft","357 Accolade DR, SAN LEANDRO, CA 94577Sold"
931,2 Beds, $558000,1 Bath,"MLS® ML81891733
",832 ft,"1053 Douglas CT, SAN LEANDRO, CA 94577Sold"
932,3 Beds, $950000,1 Bath,"MLS® ML81886065
","1,096 ft","14615 Juniper ST, SAN LEANDRO, CA 94579Sold"
933,2 Beds, $239000,2 Baths,"MLS® ML81883651
","1,440 ft","236 Santa Susana 236, SAN LEANDRO, CA 94579Sold"
934,3 Beds, $990000,1 Bath,"MLS® ML81881517
","1,340 ft","1135 Louise ST, SAN LEANDRO, CA 94578Sold"
935,3 Beds, $720000,2.5 Baths,"MLS® ML81880023
","1,694 ft","13481 Aurora DR 6, SAN LEANDRO, CA 94577Sold"
936,4 Beds, $980000,2 Baths,"MLS® ML81881306
","1,630 ft","964 Dillo ST, SAN LEANDRO, CA 94578Sold"
937,2 Beds, $966000,1 Bath,"MLS® ML81877544
","1,221 ft","287 Best AVE, SAN LEANDRO, CA 94577Sold"
938,4 Beds, $828000,2 Baths,"MLS® ML81876109
","1,348 ft","249 Julius ST, SAN LEANDRO, CA 94577Sold"
939,2 Beds, $635000,1.5 Baths,"MLS® ML81876781 
","1,158 ft","13722 Aurora DR, SAN LEANDRO, CA 94577Sold"
940,2 Beds, $455000,2 Baths,"MLS® ML81914185
",880 ft,"233 Galano PLZ, UNION CITY, CA 94587Sold"
941,41 Bed, $19047,1 Bath,"MLS® ML81909412
",714 ft,"30643 Union City BLVD, UNION CITY, CA 94587Sold"
942,2 Beds, $500000,2 Baths,"MLS® ML81910223
",880 ft,"261 Famoso PLZ, UNION CITY, CA 94587Sold"
943,2 Beds, $170000,2 Baths,"MLS® ML81910378
","1,344 ft","202 Hawaii CIR 202, UNION CITY, CA 94587Sold"
944,01 Bed, $40500,1 Bath,"MLS® ML81910650
",590 ft,"2522 Copa Del Oro DR 12, UNION CITY, CA 94587Sold"
945,2 Beds, $860000,2.5 Baths,"MLS® ML81903328
","1,203 ft","1060 Turquoise TER, UNION CITY, CA 94587Sold"
946,2 Beds, $748000,2 Baths,"MLS® ML81910165
","1,015 ft","35405 Monterra CIR, UNION CITY, CA 94587Sold"
947,2 Beds, $500000,1 Bath,"MLS® ML81907409
",903 ft,"2260 Partridge WAY 3, UNION CITY, CA 94587Sold"
948,2 Beds, $622500,1 Bath,"MLS® ML81908129
",856 ft,"4209 Lunar WAY, UNION CITY, CA 94587Sold"
949,2 Beds, $515000,1 Bath,"MLS® ML81902262
",903 ft,"2172 Skylark CT 2, UNION CITY, CA 94587Sold"
950,2 Beds, $835000,1 Bath,"MLS® ML81907522
","1,195 ft","3092 San Andreas DR, UNION CITY, CA 94587Sold"
951,3 Beds, $425000,2 Baths,"MLS® ML81902697
","1,422 ft","73 Palm DR 73, UNION CITY, CA 94587Sold"
952,4 Beds, $905000,2.5 Baths,"MLS® ML81903838
","1,449 ft","1048 Las Padres TER, UNION CITY, CA 94587Sold"
953,2 Beds, $599800,2 Baths,"MLS® ML81900063
",966 ft,"2544 Copa Del Oro DR, UNION CITY, CA 94587Sold"
954,3 Beds, $618888,1.5 Baths,"MLS® ML81902906
","1,134 ft","2203 Eric CT 3, UNION CITY, CA 94587Sold"
955,2 Beds, $460000,1 Bath,"MLS® ML81893807
",710 ft,"213 Entrada PLZ 253, UNION CITY, CA 94587Sold"
956,2 Beds, $440000,1 Bath,"MLS® ML81892105
",810 ft,"34725 Alvarado Niles RD 1, UNION CITY, CA 94587Sold"
957,2 Beds, $650000,1 Bath,"MLS® ML81896671 
",720 ft,"33325 9th ST, UNION CITY, CA 94587Sold"
958,2 Beds, $560000,1 Bath,"MLS® ML81895431
",903 ft,"2154 Skylark CT 3, UNION CITY, CA 94587Sold"
959,2 Beds, $470000,1 Bath,"MLS® ML81871278
",710 ft,"215 Galano PLZ 94, UNION CITY, CA 94587Sold"
960,2 Beds, $875000,1 Bath,"MLS® ML81895289
","1,195 ft","3228 San Carlos WAY, UNION CITY, CA 94587Sold"
961,2 Beds, $299000,2 Baths,"MLS® ML81891853
","1,536 ft","4 Palm DR 4, UNION CITY, CA 94587Sold"
962,2 Beds, $165000,2 Baths,"MLS® ML81875416
","1,320 ft","257 Molokai CIR 257, UNION CITY, CA 94587Sold"
963,3 Beds, $795000,1.5 Baths,"MLS® ML81889052
","1,255 ft","4124 Lunar WAY, UNION CITY, CA 94587Sold"
964,01 Bed, $42500,1 Bath,"MLS® ML81878635
",590 ft,"2513 Copa Del Oro DR 57, UNION CITY, CA 94587Sold"
965,2 Beds, $269000,2 Baths,"MLS® ML81888220
","1,344 ft","489 Seema CIR 489, UNION CITY, CA 94587Sold"
966,2 Beds, $690000,2 Baths,"MLS® ML81878604
","1,006 ft","35510 Monterra TER 301, UNION CITY, CA 94587Sold"
967,2 Beds, $270000,2 Baths,"MLS® ML81881447
","1,440 ft","295 Maui CIR 295, UNION CITY, CA 94587Sold"
968,2 Beds, $550000,1 Bath,"MLS® ML81882868
",903 ft,"34809 Starling DR 2, UNION CITY, CA 94587Sold"
969,4 Beds, $940000,2.5 Baths,"MLS® ML81886893
","1,584 ft","4108 Venus PL, UNION CITY, CA 94587Sold"
970,2 Beds, $631000,1 Bath,"MLS® ML81869033
",903 ft,"2139 Eric CT 2, UNION CITY, CA 94587Sold"
971,4 Beds, $980000,2.5 Baths,"MLS® ML81878316
","1,584 ft","4160 Polaris AVE, UNION CITY, CA 94587Sold"
972,2 Beds, $180000,2 Baths,"MLS® ML81875420
","1,140 ft","206 Hawaii CIR 206, UNION CITY, CA 94587Sold"
973,2 Beds, $520000,1 Bath,"MLS® ML81877533
",798 ft,"32665 Brenda WAY 4, UNION CITY, CA 94587Sold"
974,2 Beds, $535000,2 Baths,"MLS® ML81877916
",897 ft,"112 Aurora PLZ, UNION CITY, CA 94587Sold"
975,2 Beds, $530000,2 Baths,"MLS® ML81873931
",897 ft,"109 Aurora PLZ 40, UNION CITY, CA 94587Sold"
976,3 Beds, $615000,1.5 Baths,"MLS® ML81876679
","1,134 ft","2250 Eric CT 3, UNION CITY, CA 94587Sold"
977,2 Beds, $950000,2.5 Baths,"MLS® ML81911965
","1,519 ft","36 Bannister WAY, ALAMEDA, CA 94502Sold"
978,2 Beds, $665000,1 Bath,"MLS® ML81904821
","1,069 ft","1601 Broadway 4, ALAMEDA, CA 94501Sold"
979,2 Beds, $965000,1.5 Baths,"MLS® ML81905188
","1,437 ft","409 Harbor RD, ALAMEDA, CA 94502Sold"
980,3 Beds, $930000,2.5 Baths,"MLS® ML81899041
","1,673 ft","3162 Phoenix LN, ALAMEDA, CA 94502Sold"
981,2 Beds, $825000,1 Bath,"MLS® ML81868856
","1,085 ft","1029 Lincoln AVE, ALAMEDA, CA 94501Sold"
982,2 Beds, $520592,2.5 Baths,"MLS® ML81882444
","1,314 ft","412 Mitchell AVE, ALAMEDA, CA 94501Sold"
983,3 Beds, $980000,2.5 Baths,"MLS® ML81884471
","1,472 ft","3263 Cape Cod CT, ALAMEDA, CA 94501Sold"
984,2 Beds, $625000,2 Baths,"MLS® ML81890719
","1,187 ft","2137 Otis DR 301, ALAMEDA, CA 94501Sold"
985,01 Bed, $80000,1 Bath,"MLS® ML81882817
",572 ft,"2260 San Jose AVE, ALAMEDA, CA 94501Sold"
986,2 Beds, $540000,1 Bath,"MLS® ML81911715
","1,088 ft","1211 Russell ST, BERKELEY, CA 94702Sold"
987,2 Beds, $825000,1 Bath,"MLS® ML81903238
",755 ft,"1607 10th ST, BERKELEY, CA 94710Sold"
988,2 Beds, $645000,1 Bath,"MLS® ML81907444
",805 ft,"1721 Berkeley WAY 9, BERKELEY, CA 94703Sold"
989,3 Beds, $800000,1 Bath,"MLS® ML81904420
",998 ft,"1509 Alcatraz AVE, BERKELEY, CA 94703Sold"
990,01 Bed, $81500,1 Bath,"MLS® ML81876507
",665 ft,"62 Arden RD 2, BERKELEY, CA 94704Sold"
991,2 Beds, $909000,2 Baths,"MLS® ML81916351
","1,060 ft","1700 De Anza BLVD 303C, SAN MATEO, CA 94403Sold"
992,2 Beds, $894400,1.5 Baths,"MLS® ML81919567
","1,152 ft","940 Peninsula AVE, SAN MATEO, CA 94401Sold"
993,3 Beds, $685000,1 Bath,"MLS® ML81907343
","1,008 ft","1612 Marina CT A, SAN MATEO, CA 94403Sold"
994,01 Bed, $58200,1 Bath,"MLS® ML81915113
",693 ft,"847 N Humboldt ST 401, SAN MATEO, CA 94401Sold"
995,01 Bed, $54500,2 Baths,"MLS® ML81915697
",712 ft,"1687 Bayridge WAY 113, SAN MATEO, CA 94402Sold"
996,01 Bed, $28930,1 Bath,"MLS® ML81918310
",651 ft,"221 S Fremont ST 312, SAN MATEO, CA 94401Sold"
997,000, $450,1 Bath,"MLS® ML81918125
",473 ft,"815 N HUMBOLDT ST 409, SAN MATEO, CA 94401Sold"
998,01 Bed, $49500,1 Bath,"MLS® ML81914933
",693 ft,"803 N Humboldt ST 207, SAN MATEO, CA 94401Sold"
999,2 Beds, $710000,1 Bath,"MLS® ML81915742
",825 ft,"902 Peninsula AVE 101, SAN MATEO, CA 94401Sold"
1000,2 Beds, $960000,1 Bath,"MLS® ML81916206
",820 ft,"996 Patricia AVE, SAN MATEO, CA 94401Sold"
1001,2 Beds, $460000,2 Baths,"MLS® ML81875421
","1,100 ft","1 Baldwin AVE 916, SAN MATEO, CA 94401Sold"
1002,01 Bed, $25000,1 Bath,"MLS® ML81915099
",800 ft,"1 Baldwin AVE 715, SAN MATEO, CA 94401Sold"
1003,2 Beds, $715000,1 Bath,"MLS® ML81906241
",860 ft,"177 N El Camino Real 36, SAN MATEO, CA 94401Sold"
1004,2 Beds, $740000,2 Baths,"MLS® ML81911129
",970 ft,"316 N El Camino Real 218, SAN MATEO, CA 94401Sold"
1005,2 Beds, $468720,2.5 Baths,"MLS® ML81917162
","1,223 ft","504 S Hummingbird LN, SAN MATEO, CA 94402Sold"
1006,2 Beds, $865000,2 Baths,"MLS® ML81909354
","1,024 ft","1919 Alameda De Las Pulgas 141, SAN MATEO, CA 94403Sold"
1007,3 Beds, $680000,1 Bath,"MLS® ML81911831 
","1,054 ft","1608 Marina CT C, SAN MATEO, CA 94403Sold"
1008,2 Beds, $956000,1.5 Baths,"MLS® ML81914500
","1,152 ft","809 N Humboldt ST, SAN MATEO, CA 94401Sold"
1009,01 Bed, $57500,1 Bath,"MLS® ML81914134
",693 ft,"816 N Delaware ST 203, SAN MATEO, CA 94401Sold"
1010,2 Beds, $860000,2.5 Baths,"MLS® ML81914126
","1,115 ft","1650 Via Laguna 3, SAN MATEO, CA 94404Sold"
1011,2 Beds, $799000,2 Baths,"MLS® ML81913033
","1,070 ft","1674 Via Laguna 9, SAN MATEO, CA 94404Sold"
1012,2 Beds, $850000,2 Baths,"MLS® ML81906646
","1,228 ft","1687 Bayridge WAY 103, SAN MATEO, CA 94402Sold"
1013,2 Beds, $825000,2.5 Baths,"MLS® ML81911278
","1,121 ft","2104 Vista Del Mar, SAN MATEO, CA 94404Sold"
1014,2 Beds, $908000,2 Baths,"MLS® ML81910403
","1,244 ft","819 N Humboldt ST 402, SAN MATEO, CA 94401Sold"
1015,01 Bed, $60500,1 Bath,"MLS® ML81915139
",693 ft,"817 N Humboldt ST 204, SAN MATEO, CA 94401Sold"
1016,01 Bed, $25000,1 Bath,"MLS® ML81901147
",930 ft,"1 Baldwin AVE 414, SAN MATEO, CA 94401Sold"
1017,3 Beds, $900000,2 Baths,"MLS® ML81910159
","1,080 ft","1517 Maxine AVE, SAN MATEO, CA 94401Sold"
1018,01 Bed, $60700,1 Bath,"MLS® ML81912267
",693 ft,"815 N Humboldt ST 507, SAN MATEO, CA 94401Sold"
1019,01 Bed, $60000,1 Bath,"MLS® ML81906768
",693 ft,"845 N Humboldt ST 410, SAN MATEO, CA 94401Sold"
1020,2 Beds, $510000,1 Bath,"MLS® ML81909440
",723 ft,"3347 La Selva ST F, SAN MATEO, CA 94403Sold"
1021,2 Beds, $700000,2 Baths,"MLS® ML81909001
","1,040 ft","4137 George AVE 2, SAN MATEO, CA 94403Sold"
1022,01 Bed, $38500,1 Bath,"MLS® ML81911316
",640 ft,"324 Catalpa ST 320, SAN MATEO, CA 94401Sold"
1023,3 Beds, $775000,1.5 Baths,"MLS® ML81909802
","1,054 ft","1631 Marina CT D, SAN MATEO, CA 94403Sold"
1024,01 Bed, $52000,1 Bath,"MLS® ML81873908
",726 ft,"626 Mariners Island BLVD 205, SAN MATEO, CA 94404Sold"
1025,2 Beds, $375000,2 Baths,"MLS® ML81893561
","1,125 ft","1 Baldwin AVE 808, SAN MATEO, CA 94401Sold"
1026,01 Bed, $63000,1 Bath,"MLS® ML81907780
",812 ft,"4188 George AVE 3, SAN MATEO, CA 94403Sold"
1027,2 Beds, $848000,2 Baths,"MLS® ML81906943
",990 ft,"38 Crystal Springs RD 1, SAN MATEO, CA 94402Sold"
1028,01 Bed, $57700,1 Bath,"MLS® ML81910243
",812 ft,"4198 George AVE 2, SAN MATEO, CA 94403Sold"
1029,01 Bed, $61800,1 Bath,"MLS® ML81907523
",885 ft,"35 28th AVE 106B, SAN MATEO, CA 94403Sold"
1030,2 Beds, $800000,2 Baths,"MLS® ML81906709
","1,250 ft","465 Fathom DR 104, SAN MATEO, CA 94404Sold"
1031,51 Bed, $42591,1 Bath,"MLS® ML81912530
",692 ft,"211 S Fremont ST 215, SAN MATEO, CA 94401Sold"
1032,01 Bed, $53500,1 Bath,"MLS® ML81904105
",590 ft,"1531 Marina CT B, SAN MATEO, CA 94403Sold"
1033,2 Beds, $970000,2 Baths,"MLS® ML81908588
","1,223 ft","153 N San Mateo DR 108, SAN MATEO, CA 94401Sold"
1034,2 Beds, $912500,1.5 Baths,"MLS® ML81908076
","1,152 ft","920 Peninsula AVE, SAN MATEO, CA 94401Sold"
1035,2 Beds, $745000,2 Baths,"MLS® ML81896418
","1,001 ft","688 Mariners Island BLVD 210, SAN MATEO, CA 94404Sold"
1036,2 Beds, $980000,2.5 Baths,"MLS® ML81908266
","1,298 ft","128 N El Camino Real 209, SAN MATEO, CA 94401Sold"
1037,2 Beds, $950000,2.5 Baths,"MLS® ML81902419
","1,298 ft","128 N El Camino Real 210, SAN MATEO, CA 94401Sold"
1038,01 Bed, $36200,1 Bath,"MLS® ML81903104
",880 ft,"601 Laurel AVE 309, SAN MATEO, CA 94401Sold"
1039,01 Bed, $62500,1 Bath,"MLS® ML81911182
",693 ft,"818 N Delaware ST 306, SAN MATEO, CA 94401Sold"
1040,2 Beds, $789000,1 Bath,"MLS® ML81907561
",974 ft,"816 N Delaware ST 404, SAN MATEO, CA 94401Sold"
1041,01 Bed, $57000,1 Bath,"MLS® ML81904188
",686 ft,"2655 Edison ST 109, SAN MATEO, CA 94403Sold"
1042,2 Beds, $875000,2 Baths,"MLS® ML81905099
","1,024 ft","1919 Alameda De Las Pulgas 97, SAN MATEO, CA 94403Sold"
1043,01 Bed, $80000,2 Baths,"MLS® ML81902573
","1,095 ft","555 Laurel AVE 215, SAN MATEO, CA 94401Sold"
1044,2 Beds, $735000,2 Baths,"MLS® ML81904407
","1,020 ft","240 N Bayshore BLVD 315, SAN MATEO, CA 94401Sold"
1045,2 Beds, $968000,2 Baths,"MLS® ML81897900
","1,403 ft","153 N San Mateo DR 102, SAN MATEO, CA 94401Sold"
1046,2 Beds, $865000,2 Baths,"MLS® ML81898862
","1,244 ft","234 Elm ST 303, SAN MATEO, CA 94401Sold"
1047,3 Beds, $685000,1 Bath,"MLS® ML81904729
","1,054 ft","1615 Marina CT C, SAN MATEO, CA 94403Sold"
1048,2 Beds, $949101,2 Baths,"MLS® ML81904431
","1,216 ft","35 W 20th AVE 306, SAN MATEO, CA 94403Sold"
1049,01 Bed, $58000,1 Bath,"MLS® ML81898659
",693 ft,"800 N Delaware ST 215, SAN MATEO, CA 94401Sold"
1050,2 Beds, $670000,1 Bath,"MLS® ML81901153
",919 ft,"221 S Fremont ST 214, SAN MATEO, CA 94401Sold"
1051,3 Beds, $830000,1.5 Baths,"MLS® ML81901864
","1,054 ft","1515 Day AVE F, SAN MATEO, CA 94403Sold"
1052,2 Beds, $599000,1 Bath,"MLS® ML81897473
",865 ft,"2655 Edison ST 208, SAN MATEO, CA 94403Sold"
1053,2 Beds, $400000,2 Baths,"MLS® ML81880705
","1,125 ft","1 Baldwin AVE 320, SAN MATEO, CA 94401Sold"
1054,01 Bed, $62500,1 Bath,"MLS® ML81897933
",840 ft,"74 Laurie Meadows DR 1, SAN MATEO, CA 94403Sold"
1055,01 Bed, $28500,1 Bath,"MLS® ML81873740
",968 ft,"1 Baldwin AVE 306, SAN MATEO, CA 94401Sold"
1056,2 Beds, $945000,2 Baths,"MLS® ML81899072
","1,427 ft","425 N El Camino Real 201, SAN MATEO, CA 94401Sold"
